C.D.S.  -  SIMBAD4 rel 1.8  -  2024.02.16CET12:23:02

coord 194.87996 27.96504 (FK5, 2000, 2000), radius: 30 arcmin
-------------------------------------------------------------

Number of objects : 3634

 #  |dist(asec)|             identifier              |typ|       coord1 (ICRS,J2000/2000)        |  redshift  |  Mag B  |         morph. type         |       ang. size       
----|----------|-------------------------------------|---|---------------------------------------|------------|---------|-----------------------------|-----------------------
1033|    648.19|SDSS J125842.29+275819.7             |GiC|12 58 42.30069 +27 58 19.7422          |0.02110     |     ~   |~ ~ ~                        |    ~     ~            
1034|    648.37|[EDG2007] 319                        |GiC|12 58 52.06 +28 04 23.9                |0.2018      |19.541   |~ ~ ~                        |    ~     ~            
1035|    648.85|[EDG2007] 736                        |G  |12 58 58.03 +27 49 56.9                |~           |20.966   |~ ~ ~                        |    ~     ~            
1036|    649.23|[EDG2007] 637                        |G  |12 58 48.99 +28 03 24.6                |~           |21.497   |~ ~ ~                        |    ~     ~            
1037|    649.31|[CTM2010] 161244                     |G  |13 00 20.1962 +27 58 02.028            |0.0210      |     ~   |~ ~ ~                        |    ~     ~            
1038|    649.85|CAIRNS J125951.63+274803.5           |GiC|12 59 51.63 +27 48 03.5                |0.18350     |     ~   |~ ~ ~                        |    ~     ~            
1039|    650.01|2XMM J125901.5+280632                |X  |12 59 01.5177827376 +28 06 32.015498112|~           |     ~   |~ ~ ~                        |    ~     ~            
1040|    650.03|CAIRNS J130018.64+275513.0           |G  |13 00 18.705 +27 55 12.62              |0.0231      |     ~   |~ ~ ~                        |    ~     ~            
1041|    650.35|2MASX J12592732+2747058              |GiC|12 59 27.327 +27 47 05.82              |0.02195     |18.157   |S0 D 2007ApJS..169..225E     |0.240 0.101            
1042|    651.57|LEDA 126759                          |AG?|13 00 18.8857734576 +28 00 33.525438120|0.02068     |18.301   |S0 D 2008A&A...490..923M     |0.120 0.120            
1043|    651.83|[YKK2016] 362                        |LSB|12 59 23.527 +28 08 38.04              |~           |     ~   |~ ~ ~                        |0.082 0.082            
1044|    652.86|[K94] 125620.14+281015.6             |Rad|12 58 45.06 +27 54 05.0                |~           |     ~   |~ ~ ~                        |    ~     ~            
1045|    653.56|ECO 1206                             |G  |12 58 45.4 +27 53 53                   |~           |     ~   |~ ~ ~                        |    ~     ~            
1046|    653.71|[YKK2016] 345                        |LSB|12 59 08.885 +28 07 37.37              |~           |     ~   |~ ~ ~                        |0.072 0.072            
1047|    653.86|[CTM2010] 31001                      |G  |13 00 11.96 +28 04 03.0                |0.02370     |     ~   |dE D 2010ApJ...723..251C     |    ~     ~            
1048|    654.13|5C 4.72                              |Rad|12 58 50.5 +27 51 44                   |~           |     ~   |~ ~ ~                        |    ~     ~            
1049|    655.11|[EDG2007] 671                        |G  |13 00 18.13 +28 01 20.6                |~           |22.333   |~ ~ ~                        |    ~     ~            
1050|    655.57|[CTM2010] 161665                     |G  |13 00 20.50 +27 57 00.1                |~           |     ~   |Sp D 2010ApJ...723..251C     |    ~     ~            
1051|    656.10|[EDG2007] 608                        |GiC|13 00 20.08 +27 59 39.2                |0.3726      |20.188   |~ ~ ~                        |    ~     ~            
1052|    656.66|TT 13                                |G  |13 00 00.0 +27 49 00                   |~           |     ~   |~ ~ ~                        |    ~     ~            
1053|    658.13|2MASS J13000611+2805423              |NIR|13 00 06.1127771232 +28 05 42.459197244|~           |     ~   |~ ~ ~                        |    ~     ~            
1054|    658.67|GMP 3248                             |GiC|12 59 40.727 +28 08 40.60              |0.02565     |     ~   |~ ~ ~                        |    ~     ~            
1055|    659.23|CAIRNS J125859.37+280621.2           |GiC|12 58 59.37 +28 06 21.2                |0.27370     |     ~   |~ ~ ~                        |    ~     ~            
1056|    659.42|[EDG2007] 13                         |*  |12 59 05.2159634712 +27 48 31.783498092|-0.000076   |13.315   |~ ~ ~                        |    ~     ~            
1057|    661.17|CAIRNS J125916.00+280824.0           |GiC|12 59 16.00 +28 08 24.0                |-0.00063    |     ~   |~ ~ ~                        |    ~     ~            
1058|    661.34|[EDG2007] 523                        |G  |12 59 02.45 +27 48 53.6                |~           |23.559   |~ ~ ~                        |    ~     ~            
1059|    662.36|[YKK2016] 408                        |LSB|13 00 09.028 +28 05 07.39              |~           |23.84    |~ ~ ~                        |0.077 0.077            
1060|    663.80|LEDA 126762                          |GiC|13 00 13.635 +27 52 01.84              |0.02468     |17.985   |S0 D 2007ApJS..169..225E     | 0.30  0.21            
1061|    664.01|4W 1256+28W07                        |Rad|12 59 02.2 +28 06 56                   |~           |     ~   |~ ~ ~                        |    ~     ~            
1062|    664.68|[LO95] 1256+283                      |Rad|12 59 02.08 +28 06 55.7                |~           |     ~   |~ ~ ~                        |    ~     ~            
1063|    665.18|NGC 4858                             |EmG|12 59 02.0718950520 +28 06 56.228264028|0.03141     |15.5     |SBb/I D 2008A&A...490..923M  |0.270 0.238            
1064|    665.31|IC 3949                              |AGN|12 58 55.952 +27 50 00.40              |0.02510     |15.10    |S... D 2008A&A...490..923M   |0.867 0.173            
1065|    665.93|[CTM2010] 161617                     |*  |13 00 21.4526 +27 58 00.057            |0.00050     |     ~   |~ ~ ~                        |    ~     ~            
1066|    666.34|[EDG2007] 453                        |G  |12 59 00.29 +27 49 08.6                |~           |20.37    |~ ~ ~                        |    ~     ~            
1067|    666.83|[CG99] SA1656-29                     |G  |12 58 55.0 +27 50 11                   |~           |23.06    |~ ~ ~                        |    ~     ~            
1068|    667.37|[K94] 125617.26+281018.1             |Rad|12 58 43.1 +27 54 36                   |~           |     ~   |E D ~                        |    ~     ~            
1069|    667.70|2MASX J12595511+2807422              |GiC|12 59 55.0983190896 +28 07 42.060679572|0.02523     |15       |SB0 D 2014MNRAS.439.1749L    |0.283 0.238            
1070|    668.34|[K94] 125704.03+280256.3             |Rad|12 59 28.89 +27 46 46.5                |~           |     ~   |~ ~ ~                        |    ~     ~            
1071|    668.80|[CG99] SA1656-85                     |GrG|12 59 02.0 +28 07 00                   |0.031475    |21.47    |~ ~ ~                        |    ~     ~            
1072|    669.07|[YKK2016] 392                        |LSB|12 59 56.17 +27 48 12.8                |0.0258      |21.66    |~ ~ ~                        |0.083 0.083            
1073|    669.52|GMP 2734                             |G  |13 00 21.7 +27 58 16                   |0.1627      |     ~   |~ ~ ~                        |    ~     ~            
1074|    669.93|GMP 3683                             |GiC|12 59 11.06 +28 08 08.8                |0.4111      |     ~   |~ ~ ~                        |    ~     ~            
1075|    670.25|[K94] 125630.87+280606.0             |Rad|12 58 55.79 +27 49 55.6                |~           |     ~   |~ ~ ~                        |    ~     ~            
1076|    670.85|2MASX J12584192+2755196              |GiC|12 58 41.9213285472 +27 55 19.832830140|0.159083    |19.44    |S0... D 2008A&A...490..923M  |0.130 0.130            
1077|    672.26|[HVH2010] Comai J130021.712+275650.16|LSB|13 00 21.7 +27 56 50                   |~           |22.57    |~ ~ ~                        |0.075 0.075            
1078|    672.65|SDSS J125942.65+274658.8             |LSB|12 59 42.652 +27 46 58.89              |0.0181      |     ~   |dE D 2018MNRAS.479.4891F     |    ~     ~            
1079|    672.84|[EDG2007] 653                        |*  |12 59 59.4982423992 +27 48 35.712916920|~           |25.40    |~ ~ ~                        |    ~     ~            
1080|    672.89|2XMM J130021.4+275929                |X  |13 00 21.4749603960 +27 59 29.313928464|~           |     ~   |~ ~ ~                        |    ~     ~            
1081|    673.25|[EDG2007] 126                        |*  |13 00 21.9510494616 +27 57 23.124026772|~           |16.581   |~ ~ ~                        |    ~     ~            
1082|    673.95|IRAS F12565+2806                     |IR |12 58 55.3 +27 49 57                   |~           |     ~   |~ ~ ~                        |    ~     ~            
1083|    674.33|GMP 2925                             |G  |13 00 07.5 +28 05 47                   |~           |     ~   |~ ~ ~                        |    ~     ~            
1084|    675.11|[EDG2007] 568                        |G  |13 00 09.09 +27 50 23.2                |~           |19.617   |~ ~ ~                        |    ~     ~            
1085|    675.23|[CG99] SA1656-69                     |GrG|13 00 12.5 +28 04 30                   |0.024994    |19.76    |~ ~ ~                        |    ~     ~            
1086|    675.81|NGC 4860                             |GiG|12 59 03.9057463440 +28 07 25.326557148|0.02645     |14.7     |E3 D 2008A&A...490..923M     |0.607 0.497            
1087|    677.12|NAME Coma C                          |Rad|12 59 18.0 +27 47 00                   |~           |     ~   |~ ~ ~                        |    ~     ~            
1088|    678.66|[YKK2016] 336                        |LSB|12 58 58.951 +27 49 06.98              |~           |22.24    |~ ~ ~                        |0.073 0.073            
1089|    679.09|SDSS J125845.46+275247.8             |GiC|12 58 45.461 +27 52 47.83              |0.02824     |18.89    |~ ~ ~                        |    ~     ~            
1090|    680.24|LEDA 44723                           |G  |13 00 12.8704082496 +28 04 31.779305976|0.02503     |16.272   |SB0 D 2014MNRAS.439.1749L    |0.337 0.175            
1091|    680.46|CAIRNS J130014.16+280406.8           |G  |13 00 14.154 +28 04 07.42              |0.0245      |20.52    |~ ~ ~                        |    ~     ~            
1092|    680.53|CAIRNS J130019.76+275413.2           |GiC|13 00 19.76 +27 54 13.2                |0.26400     |     ~   |~ ~ ~                        |    ~     ~            
1093|    681.78|CAIRNS J130022.64+275754.3           |G  |13 00 22.651 +27 57 54.89              |0.0214      |20.122   |~ ~ ~                        |    ~     ~            
1094|    681.97|[EDG2007] 596                        |G  |12 59 28.51 +27 46 33.1                |~           |21.152   |~ ~ ~                        |    ~     ~            
1095|    682.53|2MASS J12595893+2807293              |*  |12 59 58.9246463040 +28 07 29.499739824|~           |     ~   |~ ~ ~                        |    ~     ~            
1096|    683.00|2MASX J12593780+2746367              |LSB|12 59 37.800 +27 46 36.80              |0.02269     |17.666   |~ ~ ~                        |0.253 0.127            
